Index,0 [0x0][0x0],1 [0x2][0x8],2 [0x0][0x4],3 [0x2][0x9],4 [0x2][0xa],5 [0x2][0xb],6 [0x2][0xc],7 [0x2][0xd]
3314,"tueuse de dragons",0,"tueuses de dragons",0,0,1,1,0
3315,"cuirassier ishgardais",0,"cuirassiers ishgardais",0,0,1,0,0
3316,"chirurgien ishgardais",0,"chirurgiens ishgardais",0,0,1,0,0
3317,"archer ishgardais",0,"archers ishgardais",0,1,1,0,0
3318,"cavalier ishgardais",0,"cavaliers ishgardais",0,0,1,0,0
3319,"lancier ishgardais",0,"lanciers ishgardais",0,0,1,0,0
3320,"Lucia l'éclatante",0,"Lucia l'éclatante",0,0,1,1,1
3321,"wyverne dravanienne",0,"wyvernes dravaniennes",0,0,1,1,0
3322,"dragon blindé dravanien",0,"dragons blindés dravaniens",0,0,1,0,0
3323,"draguêpe dravanien",0,"draguêpes dravaniens",0,0,1,0,0
3324,"dragon cuirassé dravanien",0,"dragons cuirassés dravaniens",0,0,1,0,0
3325,"dragon dravanien",0,"dragons dravaniens",0,0,1,0,0
3326,"eibis dravanien",0,"eibis dravanien",0,1,1,0,0
3327,"transcendé dravanien",0,"transcendé dravaniens",0,0,1,0,0
3328,"draconide dravanien",0,"draconides dravaniens",0,0,1,0,0
3329,"biast dravanien",0,"biasts dravaniens",0,0,1,0,0
3330,"Vishap",0,"Vishap",0,0,1,0,1
3331,"chaîne magique",0,"chaînes magiques",0,0,1,1,0
3332,"garde du corps",0,"gardes du corps",0,0,1,0,0
3333,"garde du corps musclé",0,"gardes du corps musclés",0,0,1,0,0
3334,"signifer de la 7e cohorte",0,"signiferi de la 7e cohorte",0,0,1,0,0
3335,"faucheuse de la 7e cohorte",0,"faucheuses de la 7e cohorte",0,0,1,1,0
3336,"éclaireur dravanien",0,"éclaireurs dravaniens",0,1,1,0,0
3337,"commandant dravanien",0,"commandants dravaniens",0,0,1,0,0
3338,"messager dravanien",0,"messagers dravaniens",0,0,1,0,0
3339,"wyverne d'assaut",0,"wyvernes d'assaut",0,0,1,1,0
3340,"Morgawr",0,"Morgawr",0,0,1,0,1
3341,"piège-mouche violet",0,"piège-mouches violets",0,0,1,0,0
3342,"chauve-souris du Bocage",0,"chauves-souris du Bocage",0,0,1,1,0
3343,"tréant du Bocage",0,"tréants du Bocage",0,0,1,0,0
3344,"spectre amdaporien",0,"spectres amdaporiens",0,0,1,0,0
3345,"Señor Pampa",0,"Señor Pampa",0,0,1,0,1
3346,"voleur impudent",0,"voleurs impudents",0,0,1,0,0
3347,"voleur cynique",0,"voleurs cyniques",0,0,1,0,0
3348,"voleur vigilant",0,"voleurs vigilants",0,0,1,0,0
3349,"fils du Gardien",0,"fils du Gardien",0,0,1,0,0
3350,"coblyn hybride",0,"coblyns hybrides",0,0,1,0,0
3351,"nix marin",0,"nix marins",0,0,1,0,0
3352,"nanka du lac",0,"nankas du lac",0,0,1,0,0
3353,"cisailleur attelé",0,"cisailleurs attelés",0,0,1,0,0
3354,"pinceur dépravé",0,"pinceurs dépravés",0,0,1,0,0
3355,"pugil du lac",0,"pugils du lac",0,0,1,0,0
3356,"drone de la 6e cohorte",0,"drones de la 6e cohorte",0,0,1,0,0
3357,"avant-garde de la 6e cohorte",0,"avant-gardes de la 6e cohorte",0,1,1,0,0
3358,"colosse de la 6e cohorte",0,"colosses de la 6e cohorte",0,0,1,0,0
3359,"signifer de la 6e cohorte",0,"signiferi de la 6e cohorte",0,0,1,0,0
3360,"secutor de la 6e cohorte",0,"secutores de la 6e cohorte",0,0,1,0,0
3361,"eques de la 6e cohorte",0,"equites de la 6e cohorte",0,1,1,0,0
3362,"laquearius de la 6e cohorte",0,"laquearii de la 6e cohorte",0,0,1,0,0
3363,"centurio de la 6e cohorte",0,"centuriones de la 6e cohorte",0,0,1,0,0
3364,"griffe de mort de la 6e cohorte",0,"griffes de mort de la 6e cohorte",0,0,1,1,0
3365,"faucon d'argent",0,"faucons d'argent",0,0,1,0,0
3366,"wyverne loyale",0,"wyvernes loyales",0,0,1,1,0
3367,"biast loyal",0,"biasts loyaux",0,0,1,0,0
3368,"draguêpe loyal",0,"draguêpes loyaux",0,0,1,0,0
3369,"Einhänder",0,"Einhänder",0,1,1,0,1
3370,"Astraea",0,"Astraea",0,1,1,0,1
3371,"mini-réservoir de céruleum",0,"mini-réservoirs de céruleum",0,0,1,0,0
3372,"réservoir de céruleum",0,"réservoirs de céruleum",0,0,1,0,0
3373,"vaisseau magitek",0,"vaisseaux magitek",0,0,1,0,0
3374,"Midgardsormr",0,"Midgardsormr",0,0,1,0,1
3375,"dragon mirage",0,"dragons mirages",0,0,1,0,0
3376,"Quickthinx le Cerveau",0,"Quickthinx le Cerveau",0,0,1,0,1
3377,"hurlevent",0,"hurlevents",0,0,1,0,0
3378,"générateur de champ de force magitek",0,"générateurs de champ de force magitek",0,0,1,0,0
3379,"convertisseur de champ de force magitek",0,"convertisseurs de champ de force magitek",0,0,1,0,0
3380,"gueule hurlante",0,"gueules hurlantes",0,0,1,1,0
3381,"gueule tonitruante",0,"gueules tonitruantes",0,0,1,1,0
3382,"gueule vociférante",0,"gueules vociférantes",0,0,1,1,0
3383,"チョコボレース案内人",0,"",0,0,1,0,0
3384,"Fabulœuf",0,"Fabulœufs",0,0,1,0,0
3385,"spriggolem verni",0,"spriggolems vernis",0,0,1,0,0
3386,"force électrogénétique",0,"forces électrogénétiques",0,0,1,1,0
3387,"épave de l'Agrius",0,"épaves de l'Agrius",0,1,1,1,0
3388,"mylodon du bastion",0,"mylodons du bastion",0,0,1,0,0
3389,"snoll",0,"snolls",0,0,1,0,0
3390,"faucon parasite",0,"faucons parasites",0,0,1,0,0
3391,"zoblyn boueux",0,"zoblyns boueux",0,0,1,0,0
3392,"chien de guerre du givre",0,"chiens de guerre du givre",0,0,1,0,0
3393,"soldat du givre",0,"soldats du givre",0,0,1,0,0
3394,"chirurgien du givre",0,"chirurgiens du givre",0,0,1,0,0
3395,"archer du givre",0,"archers du givre",0,1,1,0,0
3396,"officier du givre",0,"officiers du givre",0,1,1,0,0
3397,"conscrit du givre",0,"conscrits du givre",0,0,1,0,0
3398,"sentinelle du givre",0,"sentinelles du givre",0,0,1,1,0
3399,"âme étiolée",0,"âmes étiolées",0,1,1,1,0
3400,"élémentaire de grêle",0,"élémentaires de grêle",0,1,1,0,0
3401,"loup du crépuscule",0,"loups du crépuscule",0,0,1,0,0
3402,"piège-glace",0,"piège-glaces",0,0,1,0,0
3403,"larve de zoblyn boueux",0,"larves de zoblyn boueux",0,0,1,1,0
3404,"tursus du bastion",0,"tursus du bastion",0,0,1,0,0
3405,"olifant",0,"olifants",0,1,1,0,0
3406,"Yuhelmeric Brillelame",0,"Yuhelmeric Brillelame",0,0,1,0,1
3407,"chevalier gelé",0,"chevaliers gelés",0,0,1,0,0
3408,"chirurgien gelé",0,"chirurgiens gelés",0,0,1,0,0
3409,"Opinicus",0,"Opinicus",0,1,1,0,1
3410,"tas de gravats",0,"tas de gravats",0,0,1,0,0
3411,"mannequin maraudeur",0,"mannequins maraudeurs",0,0,1,0,0
3412,"mannequin pugiliste",0,"mannequins pugilistes",0,0,1,0,0
3413,"mannequin élémentaliste",0,"mannequins élémentalistes",0,0,1,0,0
3414,"soldat mécanique immortalisé",0,"soldats mécaniques immortalisés",0,0,1,0,0
3415,"chevalier mécanique immortalisé",0,"chevaliers mécaniques immortalisés",0,0,1,0,0
3416,"cuirassé Dreadnaught immortalisé",0,"cuirassés Dreadnaught immortalisés",0,0,1,0,0
3417,"empousa intacte",0,"empousas intactes",0,1,1,1,0
3418,"chaouabti",0,"chaouabtis",0,0,1,0,0
3419,"naga intact",0,"nagas intacts",0,0,1,0,0
3420,"chimère intacte",0,"chimères intactes",0,0,1,1,0
3421,"iksalion",0,"iksalions",0,1,1,0,0
3422,"drone intercepteur",0,"drones intercepteurs",0,0,1,0,0
3423,"réservoir mécanique",0,"réservoirs mécaniqus",0,0,1,0,0
3424,"colosse immortalisé",0,"colosses immortalisés",0,0,1,0,0
3425,"droïde d'exécution augmenté",0,"droïdes d'exécution augmentés",0,0,1,0,0
3426,"griffe immortalisée",0,"griffes immortalisées",0,0,1,1,0
3427,"prédateur automate",0,"prédateurs automates",0,0,1,0,0
3428,"rayon fantomatique",0,"rayons fantomatiques",0,0,1,0,0
3429,"minotaure",0,"minotaures",0,0,1,0,0
3430,"chaouabti usé",0,"chaouabtis usés",0,0,1,0,0
3431,"lamia préservatrice",0,"lamias préservatrices",0,0,1,1,0
3432,"hibours",0,"hibours",0,0,1,0,0
3433,"naga usé",0,"nagas usés",0,0,1,0,0
3434,"Conservateur",0,"Conservateur",0,0,1,0,0
3435,"alarum mécanique",0,"alarums mécaniques",0,1,1,0,0
3436,"mine éthérochimique",0,"mines éthérochimiques",0,0,1,1,0
3437,"sphère de dépôt",0,"sphères de dépôt",0,0,1,1,0
3438,"wyverne de L'Aire",0,"wyvernes de L'Aire",0,0,1,1,0
3439,"dran Sorn Gahr",0,"dran Sorn Gahr",0,0,1,0,0
3440,"biast de L'Aire",0,"biasts de L'Aire",0,0,1,0,0
3441,"nehd Sorn Gahr",0,"nehd Sorn Gahr",0,0,1,0,0
3442,"élémentaire de tonnerre",0,"élémentaires de tonnerre",0,1,1,0,0
3443,"chasse-nuages",0,"chasses-nuages",0,0,1,0,0
3444,"frelon dravanien",0,"frelons dravaniens",0,0,1,0,0
3445,"dragon flamboyant",0,"dragons flamboyants",0,0,1,0,0
3446,"dragon torpide",0,"dragons torpides",0,0,1,0,0
3447,"rejeton de Nidhogg",0,"rejetons de Nidhogg",0,0,1,0,0
3448,"draconide de L'Aire",0,"draconides de L'Aire",0,0,1,0,0
3449,"dragon inférieur de L'Aire",0,"dragons inférieurs de L'Aire",0,0,1,0,0
3450,"allosaure de L'Aire",0,"allosaures de L'Aire",0,1,1,0,0
3451,"vouivre de L'Aire",0,"vouivres de L'Aire",0,0,1,1,0
3452,"Rangda",0,"Rangda",0,0,1,0,1
3453,"leyak",0,"leyaks",0,0,1,1,0
3454,"statue noircie",0,"statues noircies",0,0,1,1,0
3455,"Gyascutus",0,"Gyascutus",0,0,1,0,1
3456,"gaz moutarde",0,"gaz moutarde",0,0,1,0,0
3457,"pestilence",0,"pestilences",0,0,1,1,0
3458,"Nidhogg",0,"Nidhogg",0,0,1,0,1
3459,"gemme écarlate",0,"gemmes écarlates",0,0,1,1,0
3460,"gemme ébène",0,"gemmes ébène",0,0,1,1,0
3461,"biast vassal",0,"biats vassaux",0,0,1,0,0
3462,"Ahleh",0,"Ahleh",0,1,1,0,1
3463,"Oskh",0,"Oskh",0,1,1,0,1
3464,"wyverne vassale",0,"wyvernes vassales",0,0,1,1,0
3465,"Estinien",0,"Estinien",0,1,1,0,1
3466,"corniaud sanguinaire",0,"corniauds sanguinaires",0,0,1,0,0
3467,"voltigeur alexandrin",0,"voltigeurs alexandrins",0,0,1,0,0
3468,"soldat alexandrin",0,"soldats alexandrins",0,0,1,0,0
3469,"wyverne duveteuse",0,"wyvernes duveteuses",0,0,1,1,0
3470,"steinbock",0,"steinbocks",0,0,1,0,0
3471,"oculus",0,"oculi",0,1,1,0,0
3472,"bergthurs",0,"bergthurs",0,0,1,0,0
3473,"loup argenté",0,"loups argentés",0,0,1,0,0
3474,"mylodon des plateaux",0,"mylodons des plateaux",0,0,1,0,0
3475,"piège-glace",0,"piège-glaces",0,0,1,0,0
3476,"grenado du gel",0,"grenados du gel",0,0,1,0,0
3477,"bateleur de Ventfroid",0,"bateleurs de Ventfroid",0,0,1,0,0
3478,"zoblyn de névasse",0,"zoblyns de névasse",0,0,1,0,0
3479,"yak laineux",0,"yaks laineux",0,0,1,0,0
3480,"gelato",0,"gelati",0,0,1,0,0
3481,"archéornis",0,"archéornis",0,1,1,0,0
3482,"chassie",0,"chassies",0,0,1,1,0
3483,"yéti solitaire",0,"yétis solitaires",0,0,1,0,0
3484,"commandant gelé",0,"commandants gelés",0,0,1,0,0
3485,"ours polaire",0,"ours polaires",0,1,1,0,0
3486,"dragon de glace",0,"dragons de glace",0,0,1,0,0
3487,"tursus des terres",0,"tursus des terres",0,0,1,0,0
3488,"piège-grésil",0,"piège-grésils",0,0,1,0,0
3489,"grand archéornis",0,"grands archéornis",0,0,1,0,0
3490,"yéti du grésil",0,"yétis du grésil",0,0,1,0,0
3491,"sorbet",0,"sorbets",0,0,1,0,0
3492,"zoblyn de glace",0,"zoblyns de glace",0,0,1,0,0
3493,"vindthurs",0,"vindthurs",0,0,1,0,0
3494,"gaélichat",0,"gaélichats",0,0,1,0,0
3495,"gastornis",0,"gastornis",0,0,1,0,0
3496,"conodonte",0,"conodontes",0,0,1,0,0
3497,"obdella",0,"obdellas",0,1,1,1,0
3498,"ver des nuages",0,"vers des nuages",0,0,1,0,0
3499,"païssa",0,"païssas",0,0,1,0,0
3500,"sanuwa",0,"sanuwa",0,0,1,0,0
3501,"lan'laii des Gundu",0,"lan'laii des Gundu",0,0,1,0,0
3502,"nat'laii des Gundu",0,"nat'laii des Gundu",0,0,1,0,0
3503,"vuk'laii des Gundu",0,"vuk'laii des Gundu",0,0,1,0,0
3504,"wisent",0,"wisents",0,0,1,0,0
3505,"dhalmel",0,"dhalmels",0,0,1,0,0
3506,"korrigan",0,"korrigans",0,0,1,0,0
3507,"païssa rusé",0,"païssas rusés",0,0,1,0,0
3508,"milan d'Abalathia",0,"milans d'Abalathia",0,0,1,0,0
3509,"wamoura de La Fenêtre bleue",0,"wamouras de La Fenêtre bleue",0,0,1,0,0
3510,"wamouracampa de La Fenêtre bleue",0,"wamouracampas de La Fenêtre bleue",0,0,1,0,0
3511,"endymion",0,"endymions",0,1,1,0,0
3512,"terragardien",0,"terragardiens",0,0,1,0,0
3513,"totem des Vundu",0,"totems des Vundu",0,0,1,0,0
3514,"sanuwa des Vundu",0,"sanuwa des Vundu",0,0,1,0,0
3515,"lan'laii des Vundu",0,"lan'laii des Vundu",0,0,1,0,0
3516,"nat'laii des Vundu",0,"nat'laii des Vundu",0,0,1,0,0
3517,"vuk'laii des Vundu",0,"vuk'laii des Vundu",0,0,1,0,0
3518,"triarius de 6e légion",0,"triarii de la 6e légion",0,0,1,0,0
3519,"myrmillo de la 6e légion",0,"myrmillones de la 6e légion",0,0,1,0,0
3520,"bestiarius de la 6e légion",0,"bestiarii de 6e légion",0,0,1,0,0
3521,"veles de la 6e légion",0,"velites de la 6e légion",0,0,1,0,0
3522,"imaginifer de la 6e légion",0,"imaginiferi de la 6e légion",0,1,1,0,0
3523,"tsanahale",0,"tsanahales",0,0,1,1,0
3524,"anzu",0,"anzus",0,1,1,0,0
3525,"toco toco",0,"tocos tocos",0,0,1,0,0
3526,"griffon",0,"griffons",0,0,1,0,0
3527,"lan'loii des Vundu",0,"lan'loii des Vundu",0,0,1,0,0
3528,"nat'loii des Vundu",0,"nat'loii des Vundu",0,0,1,0,0
3529,"vuk'loii des Vundu",0,"vuk'loii des Vundu",0,0,1,0,0
3530,"totem de moqueur",0,"totems de moqueur",0,0,1,0,0
3531,"o'sanuwa des Vundu",0,"o'sanuwas des Vundu",0,1,1,0,0
3532,"drone-drille",0,"drones-drilles",0,0,1,0,0
3533,"hibours",0,"hibours",0,0,1,0,0
3534,"ingénieur mécanique",0,"ingénieurs mécaniques",0,1,1,0,0
3535,"paladin mécanique",0,"paladins mécaniques",0,0,1,0,0
3536,"faucheux mécanique",0,"faucheux mécaniques",0,0,1,0,0
3537,"droïde d'exécution",0,"droïdes d'exécution",0,0,1,0,0
3538,"lamia thélitoque",0,"lamiae thélitoques",0,0,1,1,0
3539,"lamia cybride",0,"lamiae cybrides",0,0,1,1,0
3540,"chimère allagoise",0,"chimères allagoises",0,0,1,1,0
3541,"empousa",0,"empousas",0,1,1,1,0
3542,"fleur-dépouille",0,"fleurs-dépouilles",0,0,1,1,0
3543,"proto-naga",0,"proto-nagas",0,0,1,0,0
3544,"reptoïde",0,"reptoïdes",0,0,1,0,0
3545,"avant-garde de la 6e légion",0,"avant-gardes de la 6e légion",0,1,1,1,0
3546,"hoplomachus de la 6e légion",0,"hoplomachi de la 6e légion",0,1,1,0,0
3547,"laquearius de la 6e légion",0,"laquearii de la 6e légion",0,0,1,0,0
3548,"eques de la 6e légion",0,"equites de la 6e légion",0,1,1,0,0
3549,"secutor de la 6e légion",0,"secutores de la 6e légion",0,0,1,0,0
3550,"signifer de la 6e légion",0,"signiferi de la 6e légion",0,0,1,0,0
3551,"foret mécanique",0,"forets mécaniques",0,0,1,0,0
3552,"griffe d'adamantium magitek",0,"griffes d'adamantium magitek",0,0,1,1,0
3553,"colosse magitek III",0,"colosses magitek III",0,0,1,0,0
3554,"falak méracydien",0,"falaks méracydiens",0,0,1,0,0
3555,"syricta",0,"syrictas",0,0,1,0,0
3556,"vouivre méracydienne",0,"vouivres méracydiennes",0,0,1,1,0
3557,"brobinyak méracydien",0,"brobinyaks méracydiens",0,0,1,0,0
3558,"dragonnet méracydien",0,"dragonnets méracydiens",0,0,1,0,0
3559,"amphiptère méracydien",0,"amphiptères méracydiens",0,1,1,0,0
3560,"dragon méracydien",0,"dragons méracydiens",0,0,1,0,0
3561,"cuirassé Warspite",0,"cuirassés Warspite",0,0,1,0,0
3562,"sphinx",0,"sphinx",0,0,1,0,0
3563,"puce à plumes",0,"puces à plumes",0,0,1,1,0
3564,"chocobo sauvage",0,"chocobos sauvages",0,0,1,0,0
3565,"bandersnatch",0,"bandersnatchs",0,0,1,0,0
3566,"ours brun",0,"ours bruns",0,1,1,0,0
3567,"eibis dravanien",0,"eibis dravaniens",0,1,1,0,0
3568,"mélia",0,"mélias",0,0,1,1,0
3569,"ninki nanka d'eau douce",0,"ninki nankas d'eau douce",0,0,1,0,0
3570,"nanka d'eau douce",0,"nankas d'eau douce",0,0,1,0,0
3571,"loaghtan",0,"loaghtans",0,0,1,0,0
3572,"draguêpe veilleur",0,"draguêpes veilleurs",0,0,1,0,0
3573,"Gnathe myrmifeu",0,"Gnathes myrmifeux",0,0,1,0,0
3574,"Gnathe myrmacier",0,"Gnathes myrmaciers",0,0,1,0,0
3575,"Gnathe cultivateur",0,"Gnathes cultivateurs",0,0,1,0,0
3576,"wyverne dravanienne",0,"wyvernes dravaniennes",0,0,1,1,0
3577,"miacis",0,"miacis",0,0,1,0,0
3578,"hippocerf de l'avant-pays",0,"hippocerfs de l'avant-pays",0,1,1,0,0
3579,"gallimimus",0,"gallimimus",0,0,1,0,0
3580,"hydre mineure",0,"hydres mineures",0,1,1,1,0
3581,"vinaigrier",0,"vinaigriers",0,0,1,0,0
3582,"tyrannosaure",0,"tyrannosaures",0,0,1,0,0
3583,"Gnathe myrmigrêle",0,"Gnathes myrmigrêles",0,0,1,0,0
3584,"Gnathe myrmifer",0,"Gnathes myrmifers",0,0,1,0,0
3585,"Gnathe glaneur",0,"Gnathes glaneurs",0,0,1,0,0
3586,"dragon de foudre",0,"dragons de foudre",0,0,1,0,0
3587,"ostéoneibis",0,"ostéoneibis",0,1,1,0,0
3588,"bandersnatch doré",0,"bandersnatchs dorés",0,0,1,0,0
3589,"draguêpe fureteur",0,"draguêpes fureteurs",0,0,1,0,0
3590,"myrmifeu du loth",0,"myrmifeux du loth",0,0,1,0,0
3591,"myrmacier du loth",0,"myrmaciers du loth",0,0,1,0,0
3592,"cultivateur du loth",0,"cultivateurs du loth",0,0,1,0,0
3593,"guêpe pepsis",0,"guêpes pepsis",0,0,1,1,0
3594,"demoiselle",0,"demoiselles",0,0,1,1,0
3595,"ratel",0,"ratels",0,0,1,0,0
3596,"gnou",0,"gnous",0,0,1,0,0
3597,"narbrooi",0,"narbroois",0,0,1,0,0
3598,"brandisseur gobelin",0,"brandisseurs gobelins",0,0,1,0,0
3599,"rétameur gobelin",0,"rétameurs gobelins",0,0,1,0,0
3600,"tireur gobelin",0,"tireurs gobelins",0,0,1,0,0
3601,"voltigeur gobelin",0,"voltigeurs gobelins",0,0,1,0,0
3602,"gobavant-garde magitek G-III Écrabouilleuse",0,"gobavant-gardes magitek G-III Écrabouilleuses",0,0,1,1,0
3603,"chenille",0,"chenilles",0,0,1,1,0
3604,"colibri d'Orn",0,"colibris d'Orn",0,0,1,0,0
3605,"grand morbol",0,"grands morbols",0,0,1,0,0
3606,"bruan",0,"bruans",0,0,1,0,0
3607,"poroggo",0,"poroggos",0,0,1,0,0
3608,"opken",0,"opkens",0,1,1,0,0
3609,"cocatrix",0,"cocatrix",0,0,1,0,0
3610,"océanide",0,"océanides",0,1,1,1,0
3611,"sangsue solaire",0,"sangsues solaires",0,0,1,1,0
3612,"biféricéras",0,"biféricéras",0,0,1,0,0
3613,"sankchinni",0,"sankchinnis",0,0,1,0,0
3614,"hropken",0,"hropkens",0,0,1,0,0
3615,"tulihänd",0,"tulihänds",0,0,1,0,0
3616,"ouadjet",0,"ouadjets",0,1,1,1,0
3617,"dragon moussu",0,"dragons moussus",0,0,1,0,0
3618,"maître aérien mineur",0,"maîtres aériens mineurs",0,0,1,0,0
3619,"amphiptère",0,"amphiptères",0,1,1,0,0
3620,"archéosaure",0,"archéosaures",0,1,1,0,0
3621,"golem de calcaire",0,"golems de calcaire",0,0,1,0,0
3622,"dragon des brumes",0,"dragons des brumes",0,0,1,0,0
3623,"dragonnet",0,"dragonnets",0,0,1,0,0
3624,"vouivre",0,"vouivres",0,0,1,1,0
3625,"vinaigrier à lames",0,"vinaigriers à lames",0,0,1,0,0
3626,"syricta antique",0,"syrictas antiques",0,0,1,0,0
3627,"biast des brumes",0,"biasts des brumes",0,0,1,0,0
3628,"wyverne ancienne",0,"wyvernes anciennes",0,0,1,1,0
3629,"allosaure",0,"allosaures",0,1,1,0,0
3630,"dragon de sang",0,"dragons de sang",0,0,1,0,0
3631,"nubeibis",0,"nubeibis",0,0,1,0,0
3632,"roi Thordan",0,"roi Thordan",0,0,1,0,0
3633,"sire Zéphirin",0,"sire Zéphirin",0,0,1,0,1
3634,"sire Adelphel",0,"sire Adelphel",0,0,1,0,1
3635,"sire Janlenoux",0,"sire Janlenoux",0,0,1,0,1
3636,"sire Vellguine",0,"sire Vellguine",0,0,1,0,1
3637,"sire Paulecrain",0,"sire Paulecrain",0,0,1,0,1
3638,"sire Ignassel",0,"sire Ignassel",0,0,1,0,1
3639,"sire Grinnaux",0,"sire Grinnaux",0,0,1,0,1
3640,"sire Hermenoist",0,"sire Hermenoist",0,0,1,0,1
3641,"sire Guerrique",0,"sire Guerrique",0,0,1,0,1
3642,"sire Charibert",0,"sire Charibert",0,0,1,0,1
3643,"sire Haumeric",0,"sire Haumeric",0,0,1,0,1
3644,"sire Noudenet",0,"sire Noudenet",0,0,1,0,1
3645,"Ascalon",0,"Ascalon",0,1,1,0,0
3646,"mégagobbombe",0,"mégagobbombes",0,0,1,1,0
3647,"bouclier plasma",0,"boucliers plasma",0,0,1,0,0
3648,"protection d'épaule",0,"protections d'épaule",0,0,1,1,0
3649,"Bismarck",0,"Bismarck",0,0,1,0,1
3650,"bulle de vapeur",0,"bulles de vapeur",0,0,1,1,0
3651,"nat'maii des Vundu",0,"nat'maii des Vundu",0,0,1,0,0
3652,"lan'maii des Vundu",0,"lan'maii des Vundu",0,0,1,0,0
3653,"vuk'maii des Vundu",0,"vuk'maii des Vundu",0,0,1,0,0
3654,"so'sanuwa",0,"so'sanuwa",0,0,1,0,0
3655,"ul'sanuwa",0,"ul'sanuwa",0,1,1,0,0
3656,"carapace de chitine",0,"carapaces de chitine",0,0,1,1,0
3657,"cœur de Bismarck",0,"cœurs de Bismarck",0,0,1,0,0
3658,"entonnoir nuageux",0,"entonnoirs nuageux",0,1,1,0,0
3659,"baliste anti-dragon",0,"baliste anti-dragon",0,0,1,1,0
3660,"Ravana",0,"Ravana",0,0,1,0,1
3661,"gana lunaire",0,"ganas lunaires",0,0,1,0,0
3662,"gana spirituel",0,"ganas spirituels",0,0,1,0,0
3663,"volonté de Ravana",0,"volontés de Ravana",0,0,1,1,0
3664,"Chandrahas",0,"Chandrahas",0,0,1,1,1
3665,"porte de fer",0,"portes de fer",0,0,1,1,0
3666,"auto-tourelle Tour",0,"auto-tourelles Tours",0,1,1,1,0
3667,"auto-tourelle Fou",0,"auto-tourelles Fous",0,1,1,1,0
3668,"mélia noueuse",0,"mélias noueuses",0,0,1,1,0
3669,"wyverne ombragée",0,"wyvernes ombragées",0,0,1,1,0
3670,"tyrannosaure tyran",0,"tyrannosaures tyrans",0,0,1,0,0
3671,"gastornis gastronome",0,"gastornis gastronomes",0,0,1,0,0
3672,"sanuwa perdu",0,"sanuwa perdu",0,0,1,0,0
3673,"wisent musqué",0,"wisents musqués",0,0,1,0,0
3674,"korrigan tueur",0,"korrigans tueurs",0,0,1,0,0
3675,"dhalmel-taureau",0,"dhalmels-taureaux",0,0,1,0,0
3676,"ours des neiges éternelles",0,"ours des neiges éternelles",0,1,1,0,0
3677,"yéti gémissant",0,"yétis gémissants",0,0,1,0,0
3678,"guerrier des glaces",0,"guerriers des glaces",0,0,1,0,0
3679,"vieux yak",0,"vieux yaks",0,0,1,0,0
3680,"bateleur aveugle",0,"bateleurs aveugles",0,0,1,0,0
3681,"tursus hypothermique",0,"tursus hypothermiques",0,0,1,0,0
3682,"loup décharné",0,"loups décharnés",0,0,1,0,0
3683,"archéornis agressif",0,"archéornis agressifs",0,1,1,0,0
3684,"oculus sanguinaire",0,"oculi sanguinaires",0,1,1,0,0
3685,"zoblyn visqueux",0,"zoblyns visqueux",0,0,1,0,0
3686,"persona déchaînée",0,"personae déchaînées",0,0,1,1,0
3687,"imp voleur",0,"imps voleurs",0,1,1,0,0
3688,"bandersnatch bandé",0,"bandersnatchs bandés",0,0,1,0,0
3689,"ours rongeur",0,"ours rongeurs",0,1,1,0,0
3690,"puce à plumes",0,"puces à plumes",0,0,1,1,0
3691,"hippocerf anthracite",0,"hippocerfs anthracite",0,1,1,0,0
3692,"chocobo égaré",0,"chocobos égarés",0,0,1,0,0
3693,"gallimimus agile",0,"gallimimus agiles",0,0,1,0,0
3694,"ninki nanka à sept points",0,"ninki nankas à sept points",0,0,1,0,0
3695,"nanka à sept points",0,"nankas à sept points",0,0,1,0,0
3696,"loaghtan géant",0,"loaghtans géants",0,0,1,0,0
3697,"dragon inférieur ombragé",0,"dragons inférieurs ombragés",0,0,1,0,0
3698,"amphiptère ombragé",0,"amphiptères ombragés",0,1,1,0,0
3699,"biast ombragé",0,"biasts ombragés",0,0,1,0,0
3700,"tulihänd infatigable",0,"tulihänds infatigables",0,0,1,0,0
3701,"dragon patine",0,"dragons patines",0,0,1,0,0
3702,"tsanahale des nuages",0,"tsanahales des nuages",0,0,1,1,0
3703,"païssa renfrogné",0,"païssas renfrognés",0,0,1,0,0
3704,"gaélichat errant",0,"gaélichats errants",0,0,1,0,0
3705,"observateur des cieux",0,"observateurs des cieux",0,1,1,0,0
3706,"brandisseur gobelin libertaire",0,"brandisseurs gobelins libertaires",0,0,1,0,0
3707,"tireur gobelin libertaire",0,"tireurs gobelins libertaires",0,0,1,0,0
3708,"voltigeur gobelin libertaire",0,"planeurs gobelins libertaires",0,0,1,0,0
3709,"gobavant-garde magitek G-III Farfouilleuse",0,"gobavant-gardes magitek G-III Farfouilleuses",0,0,1,1,0
3710,"poroggo apatride",0,"poroggos apatrides",0,0,1,0,0
3711,"gnou sauvage",0,"gnous sauvages",0,0,1,0,0
